obs,buy_depvar,date,income,is_female,is_married,has_college,is_pro,is_retired,unemployed,residence_length,dual_income,minors,own,house,white,english,prev_child_mag,prev_parent_mag
631,0,1/1/2020,18000,1,1,0,0,0,0,4,1,1,0,0,0,1,0,0
632,0,1/1/2020,19000,0,0,0,0,0,0,28,0,0,0,0,1,1,0,0
633,0,1/1/2020,27000,1,0,0,0,0,0,18,0,0,0,1,1,1,0,0
634,0,1/1/2020,10000,0,0,1,1,0,0,7,0,1,0,1,0,0,0,0
635,0,1/1/2020,46000,0,0,1,1,0,0,3,0,0,0,0,1,1,0,1
636,0,1/1/2020,27000,1,0,0,1,0,0,8,0,0,0,0,1,1,0,0
637,0,1/1/2020,29000,0,1,0,0,1,0,19,0,0,1,1,1,1,0,0
638,0,1/1/2020,35000,1,1,0,0,0,0,25,0,1,0,0,1,1,0,0
639,1,1/1/2020,75000,1,1,0,0,0,0,24,1,0,1,1,0,1,1,0
640,0,1/1/2020,37000,1,0,1,1,0,0,11,0,0,0,0,1,1,0,0
641,0,1/1/2020,28000,1,0,0,0,1,0,14,0,0,1,1,1,1,0,0
642,1,1/1/2020,67000,1,0,0,1,0,0,23,0,0,0,1,1,1,0,0
643,1,1/1/2020,75000,0,1,1,1,0,0,25,1,1,1,1,0,1,0,0
644,0,1/1/2020,8000,1,0,0,0,0,0,20,0,1,0,1,1,1,0,0
645,1,1/1/2020,73000,0,1,0,1,0,0,22,1,1,1,1,0,1,0,0
646,0,1/1/2020,22000,1,0,0,0,0,0,41,0,0,0,0,1,1,0,0
647,0,1/1/2020,24000,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0
648,0,1/1/2020,28000,1,0,1,1,0,0,10,0,0,0,0,1,1,0,0
649,1,1/1/2020,75000,1,0,0,0,0,0,5,0,0,0,1,1,1,0,0
650,0,1/1/2020,14000,0,0,1,1,0,0,10,0,0,0,0,1,1,0,0
651,0,1/1/2020,47000,0,0,0,0,0,0,10,0,0,0,1,1,1,0,0
652,0,1/1/2020,8000,1,0,0,0,0,0,19,0,0,0,1,0,1,0,0
653,0,1/1/2020,15000,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0
654,0,1/1/2020,10000,1,0,0,0,0,0,23,0,0,0,0,0,1,0,0
655,1,1/1/2020,75000,0,1,0,1,0,0,8,1,1,0,1,1,1,0,0
656,0,1/1/2020,72000,0,0,1,0,1,0,54,0,0,1,1,1,1,0,0
657,0,1/1/2020,33000,0,0,0,0,0,0,14,0,1,0,1,0,1,0,0
658,0,1/1/2020,58000,0,1,1,1,0,0,9,1,1,1,1,1,1,0,0
659,1,1/1/2020,49000,1,1,0,0,0,0,15,0,1,1,1,1,1,0,0
660,0,1/1/2020,27000,1,1,0,0,1,0,28,0,0,1,1,1,1,0,0
661,0,1/1/2020,4000,1,0,0,0,0,0,20,0,1,0,1,1,1,0,0
662,0,1/1/2020,40000,1,0,1,1,0,0,12,0,0,1,1,1,1,0,0
663,0,1/1/2020,75000,1,1,1,0,0,0,3,0,0,1,1,1,1,0,0
664,0,1/1/2020,27000,1,0,0,0,0,0,12,0,1,1,1,1,1,0,0
665,0,1/1/2020,22000,0,0,0,1,0,0,8,0,1,1,1,0,1,0,0
666,0,1/1/2020,8000,1,1,0,0,0,0,18,0,0,1,1,1,0,0,0
667,1,1/1/2020,75000,1,1,1,0,1,0,7,0,0,1,1,1,1,0,0
668,0,1/1/2020,21000,0,1,0,0,0,0,20,0,0,0,0,0,1,0,0
669,0,1/1/2020,27000,1,0,0,0,0,0,6,0,1,1,1,1,1,0,0
670,0,1/1/2020,3000,1,0,0,0,0,0,11,0,1,0,1,0,1,0,0
671,1,1/1/2020,75000,1,1,0,1,0,0,52,0,0,1,1,1,1,0,0
672,1,1/1/2020,51000,1,1,0,1,0,0,10,1,1,1,1,1,1,0,0
673,0,1/1/2020,11000,0,1,0,0,0,1,11,0,1,0,0,0,1,0,0
