poisonous_depvar,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_srfc_abv_ring,stalk_srfc_blw_ring,stalk_color_abv_ring,stalk_color_blw_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
0,x,s,b,1,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
1,f,f,g,0,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d
1,x,f,y,0,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d
1,x,y,n,0,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
1,x,y,g,0,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
1,f,y,g,0,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p
1,f,y,g,0,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
1,f,f,y,0,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g
1,x,y,y,0,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d
1,x,f,y,0,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g
1,f,f,g,0,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p
1,x,y,g,0,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p
1,f,f,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g
1,x,f,y,0,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
0,x,y,u,0,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d
0,f,y,b,1,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
1,f,y,y,0,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d
1,x,y,y,0,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
1,x,y,g,0,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g
1,f,f,g,0,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
1,f,y,g,0,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g
1,f,f,g,0,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g
1,f,y,g,0,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g
1,x,f,y,0,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g
1,f,f,y,0,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
1,f,f,g,0,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d
1,f,y,y,0,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g
1,f,y,y,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g
1,f,f,g,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
1,f,s,b,1,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g
1,f,s,w,1,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m
1,x,y,y,0,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p
1,f,f,y,0,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p
1,f,y,g,0,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
1,x,y,y,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
1,x,f,y,0,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
1,x,f,y,0,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d
0,f,f,g,1,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
0,x,y,u,0,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d
1,x,y,g,0,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d
1,f,f,y,0,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g
1,x,y,y,0,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d
1,f,y,g,0,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d
1,x,y,y,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p
1,x,f,y,0,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d
1,x,y,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p
1,f,f,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g
1,x,y,g,0,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
1,f,y,g,0,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g
1,f,y,g,0,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
1,x,f,y,0,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p
0,f,f,e,1,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d
1,x,y,y,0,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d
1,f,f,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d
1,x,y,g,0,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p
1,f,y,g,0,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p
1,f,f,g,0,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
1,f,f,g,0,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
1,f,f,g,0,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
1,f,y,g,0,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d
1,f,f,y,0,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
1,x,f,y,0,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d
1,x,y,g,0,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p
1,x,y,g,0,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
1,x,f,w,0,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d
1,f,f,g,0,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
1,x,f,y,0,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p
1,f,y,g,0,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d
1,x,f,y,0,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g
1,f,y,g,0,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d
1,f,y,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d
1,f,f,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p
1,x,y,g,0,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g
1,f,y,y,0,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g
1,f,f,y,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p
1,x,f,y,0,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d
1,f,f,y,0,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g
1,x,y,y,0,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
1,f,f,y,0,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
1,x,f,y,0,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
1,f,y,g,0,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
1,f,f,g,0,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
1,f,f,y,0,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g
1,f,f,g,0,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d
1,f,f,g,0,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
1,f,f,y,0,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d
1,x,y,y,0,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d
1,x,y,y,0,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d
1,f,f,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
1,x,y,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d
1,x,y,y,0,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g
1,x,y,n,0,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
0,f,y,b,1,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
1,x,f,y,0,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g
1,x,y,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
1,f,y,g,0,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
1,x,y,y,0,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d
1,f,y,g,0,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p
1,f,y,g,0,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
1,f,f,g,0,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p
1,x,f,y,0,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
1,f,f,y,0,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g
1,f,f,y,0,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d
1,f,y,g,0,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p
1,f,y,g,0,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g
1,f,f,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g
1,f,y,g,0,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
1,f,f,g,0,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
1,f,y,g,0,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p
1,x,f,g,0,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d
1,f,s,b,1,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g
0,f,f,e,1,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d
1,x,y,y,0,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
1,x,y,g,0,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
1,f,y,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g
0,f,f,g,1,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d
1,x,y,y,0,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
1,x,y,y,0,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p
1,f,f,y,0,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p
1,x,f,y,0,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p
1,x,f,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
1,x,y,g,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
1,f,s,w,1,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,u
1,x,y,g,0,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
1,x,f,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g
1,f,y,g,0,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p
1,x,y,g,0,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p
1,x,f,y,0,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d
0,f,y,u,0,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d
1,f,f,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
1,f,y,g,0,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
1,x,y,y,0,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g
1,f,f,g,0,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g
0,f,y,n,1,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
1,x,f,y,0,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p
1,f,f,g,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d
1,x,y,g,0,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p
1,f,f,y,0,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g
1,x,f,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d
1,x,y,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p
1,x,f,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p
1,f,y,g,0,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g
1,x,s,w,1,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u
0,f,y,e,1,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
0,x,y,u,0,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d
1,x,y,y,0,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g
1,x,y,g,0,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d
1,x,f,y,0,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p
1,f,f,g,0,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d
1,x,y,g,0,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
1,f,f,g,0,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g
1,f,f,y,0,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g
1,x,y,g,0,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p
1,f,y,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p
0,f,s,p,1,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
1,f,f,g,0,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p
1,x,y,y,0,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
1,x,y,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p
1,f,f,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g
1,x,f,y,0,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
1,f,y,g,0,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d
1,f,y,y,0,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
1,x,y,g,0,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
1,x,y,g,0,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d
1,f,f,y,0,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
1,f,f,g,0,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d
1,x,y,g,0,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
1,f,f,y,0,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p
1,f,y,g,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
1,x,y,g,0,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
1,f,f,g,0,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d
1,x,y,g,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g
1,f,f,g,0,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
1,x,y,y,0,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
1,x,f,y,0,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
1,x,y,g,0,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p
1,f,f,y,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p
0,f,y,n,1,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
1,f,f,g,0,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
1,x,y,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p
1,x,s,g,1,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g
1,f,y,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p
1,x,y,y,0,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p
1,x,f,w,0,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d
1,x,f,y,0,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d
1,f,s,b,1,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u
1,x,y,y,0,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
1,x,y,g,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d
1,f,f,y,0,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
1,f,s,p,1,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g
1,f,s,b,1,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u
1,x,y,g,0,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g
1,x,y,g,0,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
1,x,y,g,0,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g
1,f,f,g,0,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
1,f,f,g,0,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p
1,x,f,y,0,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p
1,f,f,y,0,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p
0,f,y,u,0,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d
1,x,f,y,0,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
0,f,f,e,1,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
1,f,f,y,0,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g
1,x,f,y,0,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
1,x,y,n,0,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
1,x,y,g,0,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
1,x,f,y,0,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
1,f,f,g,0,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
1,x,y,g,0,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p
1,x,y,g,0,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g
1,x,f,y,0,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d
1,f,f,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
1,f,y,g,0,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p
1,f,y,g,0,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
0,f,y,n,1,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
1,x,y,y,0,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g
0,f,f,e,1,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d
1,x,f,y,0,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d
1,x,y,g,0,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p
1,f,y,g,0,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p
1,x,f,y,0,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p
1,f,f,g,0,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d
1,f,f,g,0,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d
1,f,y,g,0,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p
1,f,y,g,0,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g
1,x,f,y,0,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
1,x,y,y,0,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p
1,f,f,y,0,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
1,x,y,g,0,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
1,f,f,y,0,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
1,f,y,g,0,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
1,x,f,p,0,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d
1,f,f,y,0,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d
1,x,y,g,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
1,x,y,y,0,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
1,x,y,g,0,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
1,f,y,y,0,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p
1,x,y,g,0,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
1,x,f,y,0,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d
1,f,y,g,0,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d
1,f,y,g,0,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g
1,x,y,y,0,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
1,f,f,y,0,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
1,x,y,g,0,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d
1,x,y,y,0,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
1,x,y,g,0,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
1,x,y,g,0,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g
1,x,f,y,0,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g
1,x,y,g,0,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
1,f,f,g,0,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
1,f,f,g,0,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
1,x,y,g,0,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p
1,x,f,y,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
1,x,y,g,0,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d
1,f,f,g,0,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
1,x,y,y,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p
1,x,f,y,0,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d
1,f,y,g,0,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d
1,f,f,g,0,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
0,x,s,p,1,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
1,f,f,y,0,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d
1,x,s,p,0,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
1,x,f,y,0,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g
1,f,f,g,0,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
1,x,f,y,0,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
0,f,f,e,1,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
1,x,y,y,0,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
1,x,f,y,0,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
1,f,y,g,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
1,f,f,y,0,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
0,f,y,n,1,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
1,x,y,y,0,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
1,f,f,g,0,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p
1,x,y,y,0,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p
1,f,f,y,0,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d
1,f,y,y,0,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d
1,f,y,g,0,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g
1,f,f,g,0,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g
1,x,y,y,0,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g
1,f,y,g,0,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
1,x,y,y,0,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g
0,f,f,g,1,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
1,x,s,g,1,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g
1,x,y,n,0,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
1,f,s,g,1,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g
1,f,y,g,0,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g
1,f,y,y,0,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
1,f,y,g,0,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d
0,f,y,e,1,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
1,f,y,g,0,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p
1,x,f,y,0,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g
1,f,f,g,0,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
1,x,y,y,0,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
1,f,f,y,0,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
0,f,y,n,1,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
1,f,y,g,0,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g
1,k,f,n,0,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
1,f,f,g,0,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
1,f,f,y,0,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p
1,x,y,n,0,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
1,f,f,g,0,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
