age,date,workclass,education,educational_num,marital_status,race,gender,hours_per_week,income_depvar
41,01/01/10,Private,Prof-school,15,Married-civ-spouse,White,Male,80,1
21,01/01/10,?,10th,6,Never-married,White,Female,30,0
47,01/01/10,Private,HS-grad,9,Married-spouse-absent,White,Female,20,0
30,01/01/10,Private,Bachelors,13,Never-married,White,Male,65,0
40,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Female,40,0
44,01/01/10,Private,Some-college,10,Divorced,White,Female,48,0
50,01/01/10,Private,Masters,14,Married-civ-spouse,White,Male,40,1
31,01/01/10,State-gov,HS-grad,9,Married-civ-spouse,White,Male,40,0
68,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,24,0
45,01/01/10,Private,12th,8,Married-civ-spouse,White,Male,50,0
38,01/01/10,Private,Bachelors,13,Never-married,White,Male,40,0
78,01/01/10,Self-emp-inc,11th,7,Married-civ-spouse,White,Male,10,0
31,01/01/10,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,White,Male,55,0
39,01/01/10,Private,HS-grad,9,Divorced,White,Male,40,0
36,01/01/10,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,White,Male,45,1
46,01/01/10,Local-gov,Masters,14,Divorced,White,Female,50,0
30,01/01/10,Private,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Male,50,1
34,01/01/10,Private,Some-college,10,Never-married,White,Male,35,0
30,01/01/10,Federal-gov,HS-grad,9,Separated,Black,Male,35,0
47,01/01/10,Private,Bachelors,13,Married-civ-spouse,Black,Male,40,1
40,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Female,17,1
62,01/01/10,?,HS-grad,9,Married-civ-spouse,White,Male,40,0
44,01/01/10,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Black,Male,70,0
40,01/01/10,Private,HS-grad,9,Divorced,White,Female,40,0
20,01/01/10,Private,Some-college,10,Never-married,White,Male,40,0
45,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,1
55,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,42,1
51,01/01/10,Private,HS-grad,9,Never-married,White,Female,40,0
38,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,0
49,01/01/10,Local-gov,Masters,14,Married-civ-spouse,White,Male,40,1
49,01/01/10,State-gov,Bachelors,13,Married-civ-spouse,White,Male,40,1
30,01/01/10,Local-gov,HS-grad,9,Separated,White,Female,26,0
20,01/01/10,Private,Some-college,10,Never-married,White,Male,40,0
34,01/01/10,Private,9th,5,Separated,Black,Male,40,0
42,01/01/10,Local-gov,HS-grad,9,Widowed,White,Female,40,0
46,01/01/10,Private,Masters,14,Married-civ-spouse,White,Male,65,1
43,01/01/10,Private,Bachelors,13,Never-married,White,Female,40,1
62,01/01/10,Private,HS-grad,9,Never-married,White,Female,38,0
21,01/01/10,Private,Some-college,10,Never-married,White,Female,70,0
58,01/01/10,Local-gov,1st-4th,2,Widowed,Black,Male,40,0
30,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Female,40,0
37,01/01/10,Private,HS-grad,9,Separated,White,Male,70,0
22,01/01/10,State-gov,Bachelors,13,Never-married,White,Female,40,0
64,01/01/10,State-gov,9th,5,Never-married,White,Female,38,0
42,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,50,1
43,01/01/10,State-gov,HS-grad,9,Married-civ-spouse,White,Male,40,0
34,01/01/10,Private,Some-college,10,Divorced,White,Female,40,0
25,01/01/10,Private,HS-grad,9,Never-married,White,Female,6,0
21,01/01/10,Private,Some-college,10,Never-married,White,Male,40,0
45,01/01/10,Federal-gov,HS-grad,9,Married-civ-spouse,White,Male,40,1
55,01/01/10,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,White,Male,55,1
24,01/01/10,Private,HS-grad,9,Never-married,White,Male,50,0
70,01/01/10,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,35,0
27,01/01/10,Local-gov,Bachelors,13,Never-married,White,Male,35,0
34,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,0
57,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,0
37,01/01/10,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40,0
52,01/01/10,Private,1st-4th,2,Married-civ-spouse,White,Male,50,1
32,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,48,0
42,01/01/10,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,0
24,01/01/10,Private,Bachelors,13,Never-married,Black,Female,40,0
50,01/01/10,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,0
36,01/01/10,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,50,0
42,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
40,01/01/10,Private,HS-grad,9,Never-married,White,Female,38,0
39,01/01/10,Federal-gov,Bachelors,13,Never-married,White,Male,45,0
51,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,60,1
38,01/01/10,State-gov,Bachelors,13,Married-civ-spouse,Black,Male,52,0
18,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
63,01/01/10,Self-emp-not-inc,5th-6th,3,Never-married,White,Female,3,0
50,01/01/10,Private,Masters,14,Married-civ-spouse,White,Male,40,1
82,01/01/10,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40,0
33,01/01/10,Private,HS-grad,9,Divorced,White,Male,45,0
37,01/01/10,Private,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Male,40,0
24,01/01/10,Private,HS-grad,9,Married-spouse-absent,White,Male,40,0
31,01/01/10,Private,Bachelors,13,Never-married,White,Female,50,0
59,01/01/10,Private,HS-grad,9,Divorced,White,Female,40,0
18,01/01/10,Private,12th,8,Never-married,White,Male,55,0
47,01/01/10,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,40,0
48,01/01/10,Private,11th,7,Married-civ-spouse,White,Male,50,0
27,01/01/10,Private,Bachelors,13,Never-married,Other,Female,33,0
34,01/01/10,Private,11th,7,Never-married,Asian-Pac-Islander,Male,40,0
50,01/01/10,Private,Assoc-voc,11,Married-civ-spouse,White,Male,84,0
57,01/01/10,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,75,0
60,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
39,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,1
56,01/01/10,?,Some-college,10,Divorced,White,Female,50,1
18,01/01/10,Private,HS-grad,9,Never-married,White,Female,25,0
26,01/01/10,Private,Assoc-acdm,12,Married-civ-spouse,White,Female,75,0
37,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Female,40,1
20,01/01/10,Private,HS-grad,9,Never-married,White,Female,30,0
29,01/01/10,Local-gov,Masters,14,Never-married,White,Male,45,0
30,01/01/10,Private,HS-grad,9,Divorced,White,Male,52,0
21,01/01/10,Private,Some-college,10,Never-married,White,Male,15,0
24,01/01/10,Local-gov,Some-college,10,Never-married,White,Female,40,0
51,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
31,01/01/10,Private,HS-grad,9,Divorced,White,Female,40,0
45,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,1
36,01/01/10,Local-gov,Some-college,10,Married-civ-spouse,White,Male,40,0
29,01/01/10,Private,Bachelors,13,Never-married,White,Female,72,0
20,01/01/10,Private,HS-grad,9,Never-married,White,Female,35,0
46,01/01/10,Private,Some-college,10,Widowed,White,Female,60,0
44,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,45,0
39,01/01/10,Private,HS-grad,9,Divorced,White,Female,38,0
39,01/01/10,Private,Bachelors,13,Divorced,White,Male,55,0
45,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,44,1
28,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,55,0
44,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Female,35,0
48,01/01/10,Local-gov,HS-grad,9,Married-civ-spouse,Black,Male,38,1
27,01/01/10,Private,HS-grad,9,Never-married,White,Female,70,0
34,01/01/10,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40,0
35,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
28,01/01/10,Federal-gov,HS-grad,9,Never-married,White,Male,40,0
25,01/01/10,Private,Prof-school,15,Never-married,White,Female,30,0
21,01/01/10,Private,Some-college,10,Never-married,Black,Female,20,0
18,01/01/10,Private,11th,7,Never-married,White,Male,15,0
63,01/01/10,Self-emp-not-inc,7th-8th,4,Widowed,White,Female,10,0
18,01/01/10,Private,11th,7,Never-married,Black,Female,8,0
32,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
25,01/01/10,?,11th,7,Never-married,White,Female,40,0
19,01/01/10,Private,11th,7,Never-married,White,Male,20,0
23,01/01/10,Private,Some-college,10,Never-married,White,Male,60,0
38,01/01/10,Private,Masters,14,Married-civ-spouse,Asian-Pac-Islander,Male,40,0
36,01/01/10,Private,Masters,14,Married-civ-spouse,White,Male,60,1
43,01/01/10,Private,HS-grad,9,Divorced,Black,Female,35,0
45,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,1
30,01/01/10,Private,HS-grad,9,Married-civ-spouse,Other,Male,40,0
46,01/01/10,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,0
24,01/01/10,Federal-gov,Some-college,10,Divorced,Black,Female,25,0
42,01/01/10,Private,Some-college,10,Never-married,White,Female,40,1
23,01/01/10,Private,Some-college,10,Never-married,White,Female,40,0
27,01/01/10,Private,HS-grad,9,Never-married,White,Male,50,0
48,01/01/10,Private,Some-college,10,Never-married,White,Male,40,0
31,01/01/10,Self-emp-inc,HS-grad,9,Never-married,White,Male,44,0
31,01/01/10,Private,1st-4th,2,Never-married,White,Female,25,0
18,01/01/10,Private,12th,8,Never-married,White,Female,25,0
36,01/01/10,Private,HS-grad,9,Never-married,White,Female,40,0
58,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,50,1
51,01/01/10,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40,0
22,01/01/10,Private,HS-grad,9,Never-married,White,Female,40,0
72,01/01/10,Private,10th,6,Married-civ-spouse,White,Male,15,0
61,01/01/10,Private,10th,6,Married-civ-spouse,White,Male,55,0
42,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,0
37,01/01/10,Federal-gov,HS-grad,9,Divorced,Asian-Pac-Islander,Female,40,0
30,01/01/10,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,50,1
40,01/01/10,Private,Assoc-acdm,12,Divorced,White,Female,40,0
20,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
65,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,15,0
36,01/01/10,Private,Some-college,10,Divorced,White,Female,40,0
37,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
33,01/01/10,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,60,0
64,01/01/10,Local-gov,HS-grad,9,Widowed,White,Female,40,0
61,01/01/10,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,20,1
38,01/01/10,Private,Bachelors,13,Never-married,White,Female,45,0
27,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,50,1
24,01/01/10,Private,Bachelors,13,Never-married,Asian-Pac-Islander,Female,40,0
39,01/01/10,Private,Bachelors,13,Never-married,White,Male,40,1
44,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,1
47,01/01/10,Private,Some-college,10,Divorced,White,Female,40,0
73,01/01/10,?,Prof-school,15,Married-civ-spouse,White,Male,40,0
66,01/01/10,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male,40,0
53,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,50,1
43,01/01/10,State-gov,Bachelors,13,Married-civ-spouse,White,Male,55,1
57,01/01/10,State-gov,Doctorate,16,Married-civ-spouse,White,Male,40,1
44,01/01/10,Private,Assoc-acdm,12,Divorced,White,Female,45,0
59,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,50,0
52,01/01/10,Self-emp-not-inc,HS-grad,9,Widowed,Black,Female,40,0
46,01/01/10,Private,Some-college,10,Never-married,White,Male,40,0
20,01/01/10,Private,Some-college,10,Never-married,White,Female,40,0
37,01/01/10,Federal-gov,HS-grad,9,Married-civ-spouse,White,Male,40,1
41,01/01/10,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,50,0
39,01/01/10,Federal-gov,HS-grad,9,Married-civ-spouse,Black,Male,40,0
30,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,55,0
59,01/01/10,Private,Some-college,10,Divorced,White,Male,56,0
22,01/01/10,Private,Bachelors,13,Never-married,White,Female,40,0
40,01/01/10,Private,HS-grad,9,Divorced,White,Female,30,0
39,01/01/10,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,50,0
24,01/01/10,Private,10th,6,Divorced,White,Female,58,0
63,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,1
51,01/01/10,Private,Assoc-acdm,12,Divorced,White,Female,40,0
34,01/01/10,Self-emp-inc,Bachelors,13,Never-married,White,Male,50,0
38,01/01/10,Private,Assoc-voc,11,Married-civ-spouse,White,Male,50,1
17,01/01/10,Private,11th,7,Never-married,White,Female,15,0
20,01/01/10,Private,Some-college,10,Never-married,White,Female,25,0
42,01/01/10,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40,0
41,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Female,12,1
56,01/01/10,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,40,0
17,01/01/10,Private,10th,6,Never-married,White,Male,5,0
31,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Female,43,1
23,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Female,40,0
33,01/01/10,?,Some-college,10,Never-married,White,Male,40,0
36,01/01/10,Local-gov,Bachelors,13,Separated,White,Male,40,0
37,01/01/10,Private,5th-6th,3,Married-civ-spouse,Asian-Pac-Islander,Male,40,0
52,01/01/10,Private,HS-grad,9,Separated,Black,Female,40,0
28,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,50,0
59,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
30,01/01/10,Private,10th,6,Never-married,Asian-Pac-Islander,Male,40,0
32,01/01/10,Private,Assoc-voc,11,Never-married,White,Male,40,0
30,01/01/10,Private,7th-8th,4,Never-married,White,Male,50,0
53,01/01/10,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,0
54,01/01/10,Self-emp-not-inc,10th,6,Married-civ-spouse,White,Male,36,0
26,01/01/10,Private,Bachelors,13,Never-married,Black,Male,50,0
34,01/01/10,Private,Bachelors,13,Married-spouse-absent,Asian-Pac-Islander,Male,40,0
31,01/01/10,Private,Assoc-voc,11,Divorced,Amer-Indian-Eskimo,Female,40,0
34,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
58,01/01/10,Private,HS-grad,9,Divorced,White,Male,39,1
30,01/01/10,State-gov,HS-grad,9,Married-civ-spouse,White,Male,40,0
53,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
27,01/01/10,Private,Some-college,10,Divorced,White,Female,20,0
23,01/01/10,Private,5th-6th,3,Married-civ-spouse,White,Male,40,0
24,01/01/10,Private,Assoc-voc,11,Married-civ-spouse,White,Male,45,0
36,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,35,1
33,01/01/10,Federal-gov,HS-grad,9,Divorced,Black,Female,35,0
22,01/01/10,State-gov,Some-college,10,Never-married,White,Female,10,0
47,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,44,0
34,01/01/10,Private,Assoc-acdm,12,Married-civ-spouse,Black,Male,50,1
44,01/01/10,Federal-gov,Prof-school,15,Divorced,White,Male,40,1
41,01/01/10,Private,Assoc-voc,11,Never-married,White,Female,45,0
45,01/01/10,?,HS-grad,9,Separated,Asian-Pac-Islander,Male,4,0
24,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,44,0
65,01/01/10,?,Bachelors,13,Married-civ-spouse,White,Male,40,0
45,01/01/10,Private,Bachelors,13,Divorced,White,Female,50,0
23,01/01/10,Private,Bachelors,13,Never-married,White,Male,55,0
54,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
40,01/01/10,Private,11th,7,Never-married,White,Female,37,0
45,01/01/10,Private,5th-6th,3,Divorced,White,Female,35,0
50,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
40,01/01/10,Private,Assoc-acdm,12,Never-married,White,Male,25,0
24,01/01/10,Private,Some-college,10,Never-married,White,Male,40,0
42,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
50,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,60,1
58,01/01/10,Self-emp-not-inc,Some-college,10,Divorced,White,Male,40,0
47,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,46,0
37,01/01/10,Private,Doctorate,16,Married-civ-spouse,White,Male,99,1
37,01/01/10,Self-emp-not-inc,HS-grad,9,Never-married,White,Male,35,0
22,01/01/10,Private,Assoc-acdm,12,Never-married,White,Male,45,0
29,01/01/10,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,48,0
45,01/01/10,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male,40,1
49,01/01/10,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,60,0
44,01/01/10,Local-gov,Assoc-voc,11,Married-civ-spouse,White,Male,40,1
72,01/01/10,Private,HS-grad,9,Divorced,White,Female,16,0
63,01/01/10,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,12,0
26,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,50,0
58,01/01/10,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,White,Male,42,0
40,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,50,0
56,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,0
55,01/01/10,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,72,0
28,01/01/10,Private,Bachelors,13,Never-married,White,Female,45,0
57,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Female,40,0
37,01/01/10,Private,Masters,14,Divorced,White,Male,45,1
44,01/01/10,Private,HS-grad,9,Divorced,White,Female,40,0
31,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
42,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,0
18,01/01/10,Private,Some-college,10,Never-married,White,Female,25,0
57,01/01/10,Self-emp-not-inc,10th,6,Married-civ-spouse,White,Male,40,0
53,01/01/10,Local-gov,Some-college,10,Married-civ-spouse,White,Male,35,0
38,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,44,1
33,01/01/10,Private,HS-grad,9,Divorced,White,Female,50,0
42,01/01/10,Private,Masters,14,Divorced,White,Female,40,0
70,01/01/10,?,HS-grad,9,Married-civ-spouse,White,Male,60,0
50,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,50,0
50,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
28,01/01/10,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,40,0
72,01/01/10,Federal-gov,11th,7,Divorced,White,Female,8,0
33,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
47,01/01/10,Private,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Male,25,0
48,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,1
64,01/01/10,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,24,1
19,01/01/10,Private,11th,7,Never-married,White,Female,35,0
48,01/01/10,Private,Assoc-voc,11,Divorced,White,Female,40,0
37,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,48,1
55,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,35,1
24,01/01/10,Private,Masters,14,Never-married,White,Female,45,0
42,01/01/10,Federal-gov,HS-grad,9,Divorced,White,Female,40,0
43,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Female,50,1
34,01/01/10,Private,Assoc-acdm,12,Never-married,Black,Female,40,0
55,01/01/10,Self-emp-inc,Masters,14,Married-civ-spouse,White,Male,60,0
22,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
39,01/01/10,Private,Some-college,10,Divorced,White,Female,60,0
50,01/01/10,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,35,0
47,01/01/10,Local-gov,Some-college,10,Married-civ-spouse,White,Male,40,1
25,01/01/10,Private,Bachelors,13,Never-married,White,Female,20,0
52,01/01/10,Private,11th,7,Divorced,White,Female,20,0
30,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
37,01/01/10,Self-emp-not-inc,HS-grad,9,Divorced,White,Male,50,0
73,01/01/10,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,20,0
50,01/01/10,Private,7th-8th,4,Divorced,White,Male,60,0
34,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,45,0
24,01/01/10,Private,Assoc-acdm,12,Never-married,Black,Male,40,0
66,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,24,1
22,01/01/10,Private,HS-grad,9,Never-married,White,Male,55,0
69,01/01/10,Local-gov,10th,6,Married-civ-spouse,White,Male,25,0
23,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
55,01/01/10,Private,Bachelors,13,Widowed,White,Female,40,0
35,01/01/10,Private,Some-college,10,Widowed,White,Female,30,0
20,01/01/10,Private,Some-college,10,Never-married,White,Female,35,0
70,01/01/10,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,20,1
54,01/01/10,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,1
34,01/01/10,Private,HS-grad,9,Never-married,Asian-Pac-Islander,Male,40,0
38,01/01/10,State-gov,Doctorate,16,Married-civ-spouse,White,Male,45,1
33,01/01/10,Private,7th-8th,4,Divorced,White,Male,40,0
43,01/01/10,Private,HS-grad,9,Separated,White,Female,26,0
60,01/01/10,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,40,0
81,01/01/10,Self-emp-not-inc,Bachelors,13,Widowed,White,Female,3,0
32,01/01/10,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,55,0
34,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,45,0
46,01/01/10,Self-emp-not-inc,Masters,14,Never-married,White,Male,25,0
30,01/01/10,State-gov,Some-college,10,Never-married,Amer-Indian-Eskimo,Male,84,0
23,01/01/10,?,HS-grad,9,Never-married,Asian-Pac-Islander,Female,20,0
29,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,0
51,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,60,0
31,01/01/10,Private,7th-8th,4,Never-married,White,Male,25,0
36,01/01/10,Federal-gov,HS-grad,9,Never-married,Black,Female,36,0
23,01/01/10,Private,Some-college,10,Never-married,Black,Male,22,0
35,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,30,0
28,01/01/10,Local-gov,Masters,14,Never-married,White,Female,40,0
33,01/01/10,State-gov,Bachelors,13,Married-civ-spouse,White,Male,40,1
40,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,0
27,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,45,0
38,01/01/10,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,40,1
47,01/01/10,Private,Assoc-voc,11,Divorced,White,Female,40,0
25,01/01/10,Private,Some-college,10,Married-civ-spouse,Black,Female,56,1
45,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,50,1
38,01/01/10,Private,Some-college,10,Never-married,Black,Female,40,0
66,01/01/10,?,Some-college,10,Married-civ-spouse,White,Male,40,1
65,01/01/10,Local-gov,Some-college,10,Never-married,Black,Female,40,0
30,01/01/10,Private,Assoc-voc,11,Never-married,White,Male,40,1
54,01/01/10,Private,11th,7,Married-civ-spouse,White,Female,43,0
49,01/01/10,Private,12th,8,Divorced,White,Female,40,0
41,01/01/10,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,White,Female,15,1
48,01/01/10,Federal-gov,HS-grad,9,Married-civ-spouse,White,Male,40,1
23,01/01/10,Private,5th-6th,3,Never-married,White,Female,12,0
77,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,25,0
19,01/01/10,Private,Some-college,10,Never-married,White,Female,20,0
30,01/01/10,Private,HS-grad,9,Married-spouse-absent,White,Female,30,0
41,01/01/10,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,55,1
35,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,55,1
20,01/01/10,Private,Some-college,10,Never-married,White,Female,40,0
66,01/01/10,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,40,1
49,01/01/10,Private,HS-grad,9,Never-married,White,Female,40,0
52,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,45,1
24,01/01/10,Private,Masters,14,Married-civ-spouse,White,Female,35,1
50,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,15,0
22,01/01/10,Private,11th,7,Never-married,White,Male,65,0
19,01/01/10,Private,Some-college,10,Never-married,White,Male,20,0
39,01/01/10,Private,11th,7,Never-married,White,Female,30,0
45,01/01/10,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male,38,0
61,01/01/10,Local-gov,Bachelors,13,Divorced,White,Male,30,0
45,01/01/10,Private,Assoc-acdm,12,Divorced,White,Male,55,0
36,01/01/10,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,40,0
40,01/01/10,Private,Masters,14,Married-civ-spouse,White,Male,45,1
38,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,50,0
52,01/01/10,Local-gov,Some-college,10,Married-civ-spouse,Black,Male,40,0
29,01/01/10,Federal-gov,Assoc-voc,11,Married-civ-spouse,White,Male,42,1
33,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
40,01/01/10,Self-emp-not-inc,Some-college,10,Never-married,White,Male,40,0
34,01/01/10,Private,HS-grad,9,Never-married,White,Male,55,0
46,01/01/10,Local-gov,Bachelors,13,Divorced,Black,Male,50,1
44,01/01/10,Private,Masters,14,Married-civ-spouse,White,Male,45,1
19,01/01/10,Private,HS-grad,9,Never-married,White,Female,13,0
44,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Female,40,1
40,01/01/10,Private,HS-grad,9,Never-married,Amer-Indian-Eskimo,Male,40,0
20,01/01/10,Private,Some-college,10,Never-married,White,Female,2,0
24,01/01/10,Private,Assoc-acdm,12,Never-married,White,Male,30,0
76,01/01/10,Private,HS-grad,9,Widowed,White,Male,17,0
20,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
33,01/01/10,Private,Prof-school,15,Never-married,White,Male,40,1
31,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,0
33,01/01/10,Private,HS-grad,9,Divorced,White,Female,40,0
19,01/01/10,Private,HS-grad,9,Never-married,White,Male,35,0
29,01/01/10,Private,Bachelors,13,Never-married,White,Male,50,0
30,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,45,0
48,01/01/10,Private,Masters,14,Divorced,White,Male,50,1
42,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,0
37,01/01/10,Private,11th,7,Married-civ-spouse,White,Male,40,0
54,01/01/10,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,60,1
